pcd_a,pcd_b,score,decision
0815,0816,0.0955,AUTO_DIFFERENT
0816,0817,0.8647,AUTO_SAME
0817,0818,0.7204,AUTO_SAME
0818,0819,0.7327,AUTO_SAME
0819,0820,0.0410,AUTO_DIFFERENT
0820,0821,0.8919,AUTO_SAME
0821,0822,0.8496,AUTO_SAME
0822,0823,0.6713,AUTO_SAME
0823,0824,0.1774,MANUAL
0824,0825,0.8560,AUTO_SAME
0825,0826,0.8708,AUTO_SAME
0826,0827,0.8402,AUTO_SAME
0827,0828,0.0570,AUTO_DIFFERENT
0828,0829,0.7509,AUTO_SAME
0829,0830,0.8588,AUTO_SAME
0830,0831,0.5854,AUTO_SAME
0831,0832,0.1042,AUTO_DIFFERENT
0832,0833,0.7112,AUTO_SAME
0833,0834,0.8695,AUTO_SAME
0834,0835,0.5901,AUTO_SAME
0835,0836,0.0368,AUTO_DIFFERENT
0836,0837,0.9165,AUTO_SAME
0837,0838,0.7995,AUTO_SAME
0838,0839,0.7917,AUTO_SAME
0839,0840,0.0938,AUTO_DIFFERENT
0840,0841,0.7296,AUTO_SAME
0841,0842,0.8327,AUTO_SAME
0842,0843,0.8467,AUTO_SAME
0843,0844,0.0662,AUTO_DIFFERENT
0844,0845,0.7933,AUTO_SAME
0845,0846,0.8117,AUTO_SAME
0846,0847,0.7946,AUTO_SAME
0847,0848,0.2637,MANUAL
0848,0849,0.7830,AUTO_SAME
0849,0850,0.5472,AUTO_SAME
0850,0851,0.5739,AUTO_SAME
0851,0852,0.8247,AUTO_SAME
0852,0853,0.4814,AUTO_SAME
0853,0854,0.3515,MANUAL
0854,0855,0.7294,AUTO_SAME
0855,0856,0.7608,AUTO_SAME
0856,0857,0.3564,MANUAL
0857,0858,0.6206,AUTO_SAME
0858,0859,0.7436,AUTO_SAME
0859,0860,0.1003,AUTO_DIFFERENT
0860,0861,0.9194,AUTO_SAME
0861,0862,0.6673,AUTO_SAME
0862,0863,0.6923,AUTO_SAME
0863,0864,0.1530,MANUAL
0864,0865,0.7083,AUTO_SAME
0865,0866,0.6980,AUTO_SAME
0866,0867,0.6219,AUTO_SAME
0867,0868,0.3386,MANUAL
0868,0869,0.6974,AUTO_SAME
0869,0870,0.7918,AUTO_SAME
0870,0871,0.9187,AUTO_SAME
0871,0872,0.1176,AUTO_DIFFERENT
0872,0873,0.9707,AUTO_SAME
0873,0874,0.9219,AUTO_SAME
0874,0875,0.5196,AUTO_SAME
0875,0876,0.0454,AUTO_DIFFERENT
0876,0877,0.4213,AUTO_SAME
0877,0878,0.6260,AUTO_SAME
0878,0879,0.6600,AUTO_SAME
0879,0880,0.0616,AUTO_DIFFERENT
0880,0881,0.7442,AUTO_SAME
0881,0882,0.2629,MANUAL
0882,0883,0.7255,AUTO_SAME
0883,0884,0.0090,AUTO_DIFFERENT
0884,0885,0.0114,AUTO_DIFFERENT
0885,0886,0.2803,MANUAL
0886,0887,0.7355,AUTO_SAME
0887,0888,0.0941,AUTO_DIFFERENT
0888,0889,0.6163,AUTO_SAME
0889,0890,0.5677,AUTO_SAME
0890,0891,0.6137,AUTO_SAME
0891,0892,0.0135,AUTO_DIFFERENT
0892,0893,0.7416,AUTO_SAME
0893,0894,0.0556,AUTO_DIFFERENT
0894,0895,0.0888,AUTO_DIFFERENT
0895,0896,0.5850,AUTO_SAME
0896,0897,0.7277,AUTO_SAME
0897,0898,0.0344,AUTO_DIFFERENT
0898,0899,0.4395,AUTO_SAME
0899,0900,0.3730,MANUAL
0900,0901,0.6435,AUTO_SAME
0901,0902,0.5430,AUTO_SAME
0902,0903,0.2287,MANUAL
0903,0904,0.2848,MANUAL
0904,0905,0.5907,AUTO_SAME
0905,0906,0.4623,AUTO_SAME
0906,0907,0.6855,AUTO_SAME
0907,0908,0.1476,AUTO_DIFFERENT
0908,0909,,MANUAL
0909,0910,,MANUAL
0910,0911,0.8750,AUTO_SAME
0911,0912,0.3483,MANUAL
0912,0913,0.3627,MANUAL
0913,0914,0.0211,AUTO_DIFFERENT
0914,0915,0.8391,AUTO_SAME
0915,0916,0.4188,MANUAL
0916,0917,0.6173,AUTO_SAME
0917,0918,0.0894,AUTO_DIFFERENT
0918,0919,0.4783,AUTO_SAME
0919,0920,0.5793,AUTO_SAME
0920,0921,0.2493,MANUAL
0921,0922,0.0566,AUTO_DIFFERENT
0922,0923,0.7614,AUTO_SAME
0923,0924,0.4628,AUTO_SAME
0924,0925,0.9192,AUTO_SAME
0925,0926,0.3863,MANUAL
0926,0927,0.6471,AUTO_SAME
0927,0928,0.9226,AUTO_SAME
0928,0929,0.7760,AUTO_SAME
0929,0930,0.2812,MANUAL
0930,0931,,MANUAL
0931,0932,,MANUAL
0932,0933,0.7200,AUTO_SAME
0933,0934,0.0595,AUTO_DIFFERENT
0934,0935,0.3346,MANUAL
0935,0936,0.3354,MANUAL
0936,0937,0.6863,AUTO_SAME
0937,0938,0.1213,AUTO_DIFFERENT
0938,0939,0.3766,MANUAL
0939,0940,0.2592,MANUAL
0940,0941,0.4438,AUTO_SAME
0941,0942,0.1129,AUTO_DIFFERENT
0942,0943,0.2231,MANUAL
0943,0944,0.3439,MANUAL
0944,0945,0.5834,AUTO_SAME
0945,0946,0.0400,AUTO_DIFFERENT
0946,0947,0.6474,AUTO_SAME
0947,0948,0.7320,AUTO_SAME
0948,0949,0.2148,MANUAL
0949,1000,,MANUAL
1000,1001,,MANUAL
1001,1002,0.8345,AUTO_SAME
1002,1003,0.7868,AUTO_SAME
1003,1004,,MANUAL
1004,1005,,MANUAL
1005,1006,,MANUAL
1006,1007,,MANUAL
1007,1008,,MANUAL
1008,1009,,MANUAL
1009,1010,,MANUAL
1010,1011,,MANUAL
1011,1012,,MANUAL
1012,1013,,MANUAL
1013,1014,0.5407,AUTO_SAME
1014,1015,0.6591,AUTO_SAME
1015,1016,0.2781,MANUAL
1016,1017,0.3956,MANUAL
1017,1018,0.1354,AUTO_DIFFERENT
1018,1019,0.4940,AUTO_SAME
1019,1020,0.1882,MANUAL
1020,1021,0.6024,AUTO_SAME
1021,1022,0.0648,AUTO_DIFFERENT
1022,1023,0.7599,AUTO_SAME
1023,1024,0.3374,MANUAL
1024,1025,0.1384,AUTO_DIFFERENT
1025,1026,0.8449,AUTO_SAME
1026,1027,0.4177,MANUAL
1027,1028,0.6702,AUTO_SAME
1028,1029,0.4148,MANUAL
1029,1030,0.8172,AUTO_SAME
1030,1031,,MANUAL
1031,1032,,MANUAL
1032,1033,0.0431,AUTO_DIFFERENT
1033,1034,0.5377,AUTO_SAME
