pcd_id,category,score,x1,y1,x2,y2
0891,laptop,0.6198,43.1,1.0,518.0,160.0
0892,laptop,0.8435,44.9,1.1,520.2,158.4
0893,laptop,0.6832,40.0,1.4,523.6,158.8
0894,laptop,0.8622,52.9,0.9,523.2,159.9
0895,laptop,0.6606,43.2,0.8,521.5,164.6
0896,laptop,0.5878,64.9,0.0,514.7,161.0
0897,laptop,0.6610,50.7,1.7,518.8,158.1
0898,bottle,0.9829,300.4,219.1,330.8,292.0
0899,bottle,0.9833,299.5,220.6,329.6,293.4
0900,,,,,,
0901,bottle,0.7181,268.9,269.3,330.4,338.6
0902,bottle,0.9516,291.7,234.3,321.8,306.1
0903,laptop,0.6637,52.7,0.0,512.6,134.0
0904,laptop,0.6302,49.8,0.0,515.8,132.9
0905,,,,,,
0906,bottle,0.9910,255.4,259.7,291.0,333.5
0907,,,,,,
0908,,,,,,
0909,,,,,,
0910,bottle,0.9877,258.5,284.0,297.9,354.7
0911,bottle,0.9792,262.7,279.1,292.6,353.3
0912,laptop,0.5182,53.5,0.0,512.4,134.4
0913,laptop,0.6106,63.7,1.8,527.2,133.3
0914,bottle,0.9759,254.1,258.2,290.6,327.4
0915,bottle,0.7350,247.6,261.4,279.4,334.9
0916,remote,0.8203,218.5,312.9,302.9,346.4
0917,,,,,,
0918,bottle,0.6557,277.3,278.8,301.9,334.0
0919,,,,,,
0920,laptop,0.6348,57.6,0.0,520.4,132.3
0921,,,,,,
0922,laptop,0.5351,46.2,0.0,513.5,133.2
0923,,,,,,
0924,,,,,,
0925,,,,,,
0926,bottle,0.8335,267.9,285.3,293.5,340.3
0927,,,,,,
0928,book,0.5709,496.8,34.5,579.1,107.6
0929,,,,,,
0930,bottle,0.9054,265.1,296.0,299.9,342.9
0931,bottle,0.7335,268.5,295.2,291.7,347.5
0932,snowboard,0.7403,251.3,305.8,294.9,362.3
0933,book,0.6857,497.4,37.5,580.5,110.2
0934,,,,,,
0935,kite,0.7505,266.2,305.4,288.6,351.6
0936,kite,0.9688,264.2,320.0,296.5,358.6
0937,laptop,0.5017,77.5,0.0,515.9,150.3
0938,,,,,,
0939,,,,,,
0940,,,,,,
0941,,,,,,
0942,,,,,,
0943,,,,,,
0944,snowboard,0.8450,233.7,325.0,280.8,374.1
0945,,,,,,
0946,,,,,,
0947,,,,,,
0948,,,,,,
0949,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,,,,,,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,frisbee,0.7315,227.5,342.7,299.4,366.5
1013,baseball bat,0.6737,182.0,304.1,305.7,359.8
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,kite,0.8915,193.0,325.8,313.5,419.2
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,refrigerator,0.5063,78.2,0.0,521.8,143.2
1029,,,,,,
1030,kite,0.5594,210.3,335.4,238.3,367.3
1031,,,,,,
1032,laptop,0.5783,70.9,0.0,526.1,146.2
1033,,,,,,
1034,spoon,0.8023,124.1,293.2,326.6,359.5
